exemplar,blackbird,canary,chickadee,chicken,crow,cuckoo,dove,duck,eagle,falcon,heron,magpie,ostrich,owl,parakeet,parrot,peacock,pelican,penguin,pheasant,robin,rooster,seagull,sparrow,stork,swallow,swan,turkey,vulture,woodpecker
heron,4.0,13.0,6.0,6.0,11.0,5.0,5.0,6.0,10.0,11.0,20.0,11.0,12.0,5.0,6.0,4.0,14.0,13.0,4.0,5.0,5.0,13.0,6.0,14.0,19.0,5.0,14.0,9.0,6.0,12.0
magpie,17.0,11.0,16.0,14.0,16.0,15.0,18.0,4.0,5.0,14.0,11.0,20.0,4.0,9.0,7.0,5.0,11.0,11.0,4.0,5.0,15.0,7.0,15.0,16.0,5.0,16.0,7.0,5.0,11.0,17.0
ostrich,4.0,4.0,6.0,4.0,6.0,8.0,2.0,6.0,7.0,3.0,12.0,4.0,20.0,4.0,11.0,4.0,4.0,6.0,16.0,3.0,4.0,3.0,7.0,5.0,16.0,4.0,9.0,8.0,5.0,12.0
owl,15.0,4.0,7.0,9.0,5.0,13.0,8.0,4.0,6.0,6.0,5.0,9.0,4.0,20.0,4.0,15.0,3.0,7.0,2.0,5.0,10.0,10.0,6.0,11.0,5.0,12.0,5.0,4.0,6.0,8.0
parakeet,11.0,19.0,12.0,12.0,4.0,3.0,14.0,4.0,4.0,5.0,6.0,7.0,11.0,4.0,20.0,18.0,12.0,3.0,1.0,5.0,11.0,12.0,7.0,7.0,6.0,7.0,12.0,5.0,2.0,7.0
parrot,6.0,6.0,4.0,14.0,11.0,8.0,4.0,8.0,13.0,8.0,4.0,5.0,4.0,15.0,18.0,20.0,13.0,7.0,1.0,6.0,12.0,8.0,6.0,4.0,4.0,4.0,5.0,4.0,5.0,11.0
peacock,4.0,4.0,4.0,17.0,4.0,5.0,10.0,13.0,4.0,6.0,14.0,11.0,4.0,3.0,12.0,13.0,20.0,5.0,6.0,3.0,6.0,17.0,16.0,6.0,13.0,10.0,14.0,17.0,18.0,8.0
pelican,4.0,3.0,4.0,16.0,9.0,11.0,13.0,13.0,10.0,6.0,13.0,11.0,6.0,7.0,3.0,7.0,5.0,20.0,5.0,9.0,4.0,10.0,12.0,2.0,16.0,8.0,16.0,13.0,12.0,2.0
penguin,11.0,1.0,2.0,10.0,2.0,4.0,2.0,6.0,1.0,2.0,4.0,4.0,16.0,2.0,1.0,1.0,6.0,5.0,20.0,3.0,2.0,1.0,2.0,5.0,9.0,5.0,2.0,1.0,4.0,2.0
pheasant,8.0,11.0,11.0,18.0,16.0,13.0,15.0,15.0,5.0,13.0,5.0,5.0,3.0,5.0,5.0,6.0,3.0,9.0,3.0,20.0,10.0,17.0,11.0,11.0,11.0,6.0,14.0,15.0,5.0,11.0
robin,14.0,18.0,18.0,10.0,4.0,11.0,14.0,13.0,2.0,8.0,5.0,15.0,4.0,10.0,11.0,12.0,6.0,4.0,2.0,10.0,20.0,4.0,16.0,17.0,6.0,12.0,9.0,12.0,1.0,10.0
rooster,12.0,3.0,7.0,19.0,14.0,10.0,9.0,16.0,7.0,5.0,13.0,7.0,3.0,10.0,12.0,8.0,17.0,10.0,1.0,17.0,4.0,20.0,7.0,8.0,8.0,4.0,15.0,16.0,6.0,12.0
seagull,15.0,15.0,12.0,6.0,12.0,14.0,16.0,5.0,10.0,6.0,6.0,15.0,7.0,6.0,7.0,6.0,16.0,12.0,2.0,11.0,16.0,7.0,20.0,11.0,11.0,13.0,11.0,8.0,6.0,10.0
sparrow,16.0,18.0,18.0,12.0,9.0,12.0,12.0,11.0,4.0,12.0,14.0,16.0,5.0,11.0,7.0,4.0,6.0,2.0,5.0,11.0,17.0,8.0,11.0,20.0,4.0,17.0,4.0,6.0,6.0,14.0
stork,8.0,4.0,1.0,5.0,13.0,4.0,7.0,11.0,17.0,3.0,19.0,5.0,16.0,5.0,6.0,4.0,13.0,16.0,9.0,11.0,6.0,8.0,11.0,4.0,20.0,5.0,13.0,14.0,11.0,10.0
swallow,15.0,16.0,15.0,14.0,11.0,15.0,15.0,12.0,4.0,16.0,5.0,16.0,4.0,12.0,7.0,4.0,10.0,8.0,5.0,6.0,12.0,4.0,13.0,17.0,5.0,20.0,6.0,5.0,14.0,16.0
swan,7.0,4.0,5.0,14.0,5.0,14.0,4.0,16.0,5.0,3.0,14.0,7.0,9.0,5.0,12.0,5.0,14.0,16.0,2.0,14.0,9.0,15.0,11.0,4.0,13.0,6.0,20.0,14.0,5.0,11.0
turkey,5.0,3.0,8.0,17.0,6.0,8.0,12.0,15.0,7.0,6.0,9.0,5.0,8.0,4.0,5.0,4.0,17.0,13.0,1.0,15.0,12.0,16.0,8.0,6.0,14.0,5.0,14.0,20.0,2.0,13.0
vulture,7.0,4.0,6.0,4.0,15.0,7.0,10.0,5.0,16.0,14.0,6.0,11.0,5.0,6.0,2.0,5.0,18.0,12.0,4.0,5.0,1.0,6.0,6.0,6.0,11.0,14.0,5.0,2.0,20.0,12.0
woodpecker,15.0,5.0,12.0,5.0,7.0,11.0,14.0,4.0,4.0,14.0,12.0,17.0,12.0,8.0,7.0,11.0,8.0,2.0,2.0,11.0,10.0,12.0,10.0,14.0,10.0,16.0,11.0,13.0,12.0,20.0
