exemplar,blackbird,canary,chickadee,chicken,crow,cuckoo,dove,duck,eagle,falcon,heron,magpie,ostrich,owl,parakeet,parrot,peacock,pelican,penguin,pheasant,robin,rooster,seagull,sparrow,stork,swallow,swan,turkey,vulture,woodpecker
heron,5.0,4.0,6.0,4.0,4.0,6.0,5.0,8.0,9.0,10.0,20.0,4.0,12.0,10.0,2.0,3.0,4.0,19.0,2.0,7.0,2.0,7.0,15.0,4.0,19.0,4.0,14.0,4.0,7.0,5.0
magpie,13.0,4.0,13.0,6.0,17.0,16.0,6.0,7.0,9.0,4.0,4.0,20.0,3.0,4.0,8.0,7.0,4.0,2.0,2.0,6.0,11.0,8.0,8.0,16.0,4.0,14.0,2.0,5.0,9.0,13.0
ostrich,5.0,3.0,2.0,3.0,4.0,4.0,4.0,6.0,9.0,8.0,12.0,3.0,20.0,8.0,3.0,4.0,3.0,16.0,2.0,7.0,4.0,9.0,6.0,3.0,16.0,3.0,11.0,4.0,15.0,3.0
owl,7.0,7.0,11.0,10.0,6.0,14.0,7.0,6.0,14.0,17.0,10.0,4.0,8.0,20.0,2.0,10.0,5.0,10.0,3.0,13.0,8.0,13.0,6.0,8.0,4.0,13.0,3.0,5.0,12.0,4.0
parakeet,8.0,16.0,16.0,9.0,3.0,5.0,9.0,4.0,3.0,3.0,2.0,8.0,3.0,2.0,20.0,15.0,7.0,2.0,2.0,4.0,17.0,6.0,7.0,11.0,3.0,15.0,4.0,3.0,9.0,16.0
parrot,4.0,14.0,5.0,12.0,7.0,10.0,11.0,6.0,7.0,7.0,3.0,7.0,4.0,10.0,15.0,20.0,7.0,7.0,2.0,4.0,15.0,4.0,13.0,6.0,3.0,11.0,5.0,4.0,12.0,16.0
peacock,3.0,3.0,3.0,11.0,5.0,14.0,4.0,10.0,14.0,13.0,4.0,4.0,3.0,5.0,7.0,7.0,20.0,4.0,3.0,15.0,6.0,5.0,10.0,3.0,5.0,4.0,4.0,16.0,9.0,4.0
pelican,5.0,4.0,3.0,7.0,4.0,3.0,3.0,12.0,3.0,6.0,19.0,2.0,16.0,10.0,2.0,7.0,4.0,20.0,7.0,4.0,3.0,6.0,18.0,5.0,14.0,4.0,18.0,7.0,6.0,5.0
penguin,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,7.0,20.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,7.0,3.0,4.0,4.0
pheasant,8.0,4.0,6.0,14.0,4.0,13.0,9.0,9.0,14.0,10.0,7.0,6.0,7.0,13.0,4.0,4.0,15.0,4.0,4.0,20.0,11.0,16.0,13.0,8.0,7.0,4.0,7.0,13.0,12.0,7.0
robin,15.0,14.0,17.0,11.0,8.0,13.0,12.0,6.0,5.0,6.0,2.0,11.0,4.0,8.0,17.0,15.0,6.0,3.0,4.0,11.0,20.0,11.0,3.0,16.0,5.0,11.0,4.0,4.0,6.0,8.0
rooster,7.0,5.0,4.0,19.0,4.0,7.0,7.0,9.0,8.0,5.0,7.0,8.0,9.0,13.0,6.0,4.0,5.0,6.0,2.0,16.0,11.0,20.0,6.0,7.0,3.0,6.0,4.0,14.0,8.0,3.0
seagull,4.0,4.0,11.0,6.0,11.0,14.0,16.0,9.0,9.0,13.0,15.0,8.0,6.0,6.0,7.0,13.0,10.0,18.0,3.0,13.0,3.0,6.0,20.0,4.0,14.0,5.0,16.0,7.0,7.0,6.0
sparrow,12.0,13.0,14.0,7.0,5.0,12.0,6.0,9.0,13.0,2.0,4.0,16.0,3.0,8.0,11.0,6.0,3.0,5.0,3.0,8.0,16.0,7.0,4.0,20.0,3.0,13.0,3.0,4.0,4.0,9.0
stork,3.0,3.0,3.0,9.0,3.0,11.0,10.0,6.0,5.0,8.0,19.0,4.0,16.0,4.0,3.0,3.0,5.0,14.0,2.0,7.0,5.0,3.0,14.0,3.0,20.0,4.0,12.0,4.0,3.0,3.0
swallow,14.0,3.0,13.0,4.0,13.0,10.0,10.0,6.0,7.0,11.0,4.0,14.0,3.0,13.0,15.0,11.0,4.0,4.0,3.0,4.0,11.0,6.0,5.0,13.0,4.0,20.0,3.0,4.0,10.0,11.0
swan,7.0,4.0,4.0,4.0,8.0,3.0,5.0,12.0,8.0,4.0,14.0,2.0,11.0,3.0,4.0,5.0,4.0,18.0,7.0,7.0,4.0,4.0,16.0,3.0,12.0,3.0,20.0,13.0,6.0,2.0
turkey,7.0,3.0,3.0,19.0,8.0,5.0,10.0,11.0,8.0,7.0,4.0,5.0,4.0,5.0,3.0,4.0,16.0,7.0,3.0,13.0,4.0,14.0,7.0,4.0,4.0,4.0,13.0,20.0,5.0,5.0
vulture,10.0,5.0,4.0,5.0,7.0,3.0,3.0,6.0,16.0,19.0,7.0,9.0,15.0,12.0,9.0,12.0,9.0,6.0,4.0,12.0,6.0,8.0,7.0,4.0,3.0,10.0,6.0,5.0,20.0,6.0
woodpecker,11.0,3.0,11.0,4.0,9.0,13.0,7.0,4.0,6.0,6.0,5.0,13.0,3.0,4.0,16.0,16.0,4.0,5.0,4.0,7.0,8.0,3.0,6.0,9.0,3.0,11.0,2.0,5.0,6.0,20.0
