exemplar,blackbird,canary,chickadee,chicken,crow,cuckoo,dove,duck,eagle,falcon,heron,magpie,ostrich,owl,parakeet,parrot,peacock,pelican,penguin,pheasant,robin,rooster,seagull,sparrow,stork,swallow,swan,turkey,vulture,woodpecker
ostrich,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,11.0,1.0,20.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,6.0,2.0,2.0,13.0,5.0,5.0
owl,5.0,3.0,5.0,9.0,9.0,13.0,8.0,3.0,5.0,6.0,1.0,14.0,1.0,20.0,3.0,6.0,1.0,3.0,7.0,6.0,4.0,10.0,3.0,6.0,1.0,7.0,3.0,2.0,6.0,3.0
parakeet,14.0,20.0,5.0,5.0,4.0,9.0,6.0,9.0,3.0,5.0,3.0,9.0,1.0,3.0,20.0,15.0,5.0,3.0,3.0,5.0,15.0,3.0,6.0,6.0,3.0,3.0,4.0,2.0,5.0,6.0
parrot,3.0,15.0,4.0,1.0,3.0,8.0,8.0,1.0,2.0,4.0,3.0,14.0,2.0,6.0,15.0,20.0,16.0,3.0,3.0,2.0,8.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,5.0,4.0
peacock,3.0,12.0,2.0,5.0,4.0,3.0,6.0,4.0,3.0,6.0,4.0,2.0,3.0,1.0,5.0,16.0,20.0,5.0,2.0,8.0,6.0,17.0,2.0,3.0,5.0,3.0,14.0,14.0,2.0,2.0
pelican,2.0,3.0,6.0,9.0,3.0,3.0,3.0,4.0,2.0,1.0,18.0,1.0,1.0,3.0,3.0,3.0,5.0,20.0,6.0,1.0,2.0,2.0,11.0,2.0,15.0,5.0,16.0,12.0,3.0,5.0
penguin,7.0,2.0,3.0,4.0,14.0,5.0,1.0,14.0,1.0,1.0,1.0,10.0,1.0,7.0,3.0,3.0,2.0,6.0,20.0,2.0,4.0,1.0,13.0,3.0,3.0,3.0,6.0,4.0,2.0,3.0
pheasant,2.0,2.0,2.0,10.0,5.0,3.0,3.0,14.0,3.0,8.0,3.0,5.0,8.0,6.0,5.0,2.0,8.0,1.0,2.0,20.0,4.0,13.0,4.0,2.0,3.0,5.0,8.0,12.0,3.0,7.0
robin,6.0,15.0,11.0,5.0,1.0,9.0,12.0,8.0,1.0,6.0,2.0,1.0,1.0,4.0,15.0,8.0,6.0,2.0,4.0,4.0,20.0,3.0,3.0,14.0,1.0,2.0,3.0,2.0,2.0,3.0
rooster,1.0,2.0,1.0,16.0,8.0,7.0,3.0,6.0,3.0,2.0,3.0,9.0,1.0,10.0,3.0,3.0,17.0,2.0,1.0,13.0,3.0,20.0,4.0,2.0,1.0,2.0,6.0,11.0,2.0,1.0
seagull,15.0,5.0,3.0,4.0,15.0,4.0,18.0,5.0,5.0,8.0,9.0,8.0,2.0,3.0,6.0,3.0,2.0,11.0,13.0,4.0,3.0,4.0,20.0,14.0,12.0,14.0,6.0,2.0,7.0,8.0
sparrow,17.0,13.0,15.0,2.0,6.0,5.0,3.0,5.0,6.0,3.0,8.0,14.0,1.0,6.0,6.0,4.0,3.0,2.0,3.0,2.0,14.0,2.0,14.0,20.0,1.0,9.0,3.0,3.0,6.0,11.0
stork,4.0,1.0,3.0,1.0,3.0,2.0,10.0,2.0,11.0,1.0,8.0,3.0,6.0,1.0,3.0,2.0,5.0,15.0,3.0,3.0,1.0,1.0,12.0,1.0,20.0,6.0,13.0,9.0,2.0,2.0
swallow,15.0,2.0,16.0,5.0,7.0,12.0,8.0,2.0,5.0,9.0,9.0,15.0,2.0,7.0,3.0,2.0,3.0,5.0,3.0,5.0,2.0,2.0,14.0,9.0,6.0,20.0,4.0,4.0,12.0,13.0
swan,4.0,2.0,3.0,10.0,2.0,2.0,8.0,16.0,2.0,1.0,4.0,1.0,2.0,3.0,4.0,5.0,14.0,16.0,6.0,8.0,3.0,6.0,6.0,3.0,13.0,4.0,20.0,18.0,2.0,1.0
turkey,5.0,5.0,5.0,14.0,5.0,1.0,6.0,15.0,3.0,3.0,3.0,1.0,13.0,2.0,2.0,2.0,14.0,12.0,4.0,12.0,2.0,11.0,2.0,3.0,9.0,4.0,18.0,20.0,1.0,2.0
vulture,5.0,2.0,6.0,3.0,16.0,3.0,4.0,1.0,15.0,16.0,15.0,15.0,5.0,6.0,5.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,7.0,6.0,2.0,12.0,2.0,1.0,20.0,15.0
woodpecker,11.0,6.0,12.0,4.0,15.0,5.0,6.0,2.0,14.0,8.0,14.0,14.0,5.0,3.0,6.0,4.0,2.0,5.0,3.0,7.0,3.0,1.0,8.0,11.0,2.0,13.0,1.0,2.0,15.0,20.0
