exemplar,badminton,ballet,baseball,basketball,billiards,boxing,chess,cycling,fencing,golfing,gymnastics,handball,horseback riding,ice hockey,judo,long jump,rugby,running,sailing,shot-put,skiing,soccer,sport fishing,squash,surfing,swimming,table tennis,tennis,volleyball,walking
skiing,7.0,7.0,8.0,7.0,7.0,8.0,2.0,7.0,4.0,7.0,4.0,8.0,11.0,15.0,6.0,6.0,4.0,5.0,5.0,4.0,20.0,5.0,4.0,6.0,17.0,7.0,6.0,4.0,9.0,7.0
soccer,11.0,8.0,16.0,17.0,11.0,9.0,6.0,10.0,4.0,4.0,12.0,19.0,6.0,17.0,4.0,5.0,15.0,17.0,6.0,11.0,5.0,20.0,5.0,9.0,4.0,4.0,8.0,8.0,17.0,14.0
sport fishing,8.0,5.0,2.0,2.0,11.0,7.0,14.0,7.0,7.0,9.0,8.0,7.0,12.0,6.0,7.0,11.0,7.0,7.0,15.0,4.0,4.0,5.0,20.0,7.0,11.0,14.0,4.0,6.0,6.0,15.0
squash,18.0,5.0,9.0,8.0,6.0,13.0,2.0,8.0,13.0,11.0,8.0,8.0,3.0,4.0,12.0,12.0,5.0,8.0,6.0,6.0,6.0,9.0,7.0,20.0,4.0,9.0,16.0,19.0,13.0,11.0
surfing,8.0,4.0,8.0,12.0,7.0,10.0,6.0,7.0,5.0,12.0,8.0,4.0,4.0,15.0,8.0,8.0,5.0,12.0,18.0,9.0,17.0,4.0,11.0,4.0,20.0,16.0,4.0,4.0,10.0,5.0
swimming,9.0,8.0,7.0,9.0,7.0,10.0,3.0,10.0,5.0,2.0,13.0,8.0,8.0,4.0,4.0,6.0,3.0,13.0,18.0,7.0,7.0,4.0,14.0,9.0,16.0,20.0,6.0,4.0,4.0,12.0
table tennis,17.0,7.0,8.0,3.0,12.0,10.0,4.0,9.0,12.0,12.0,7.0,9.0,7.0,9.0,11.0,9.0,7.0,17.0,8.0,8.0,6.0,8.0,4.0,16.0,4.0,6.0,20.0,19.0,9.0,8.0
tennis,19.0,5.0,14.0,14.0,7.0,13.0,11.0,4.0,11.0,11.0,13.0,14.0,4.0,9.0,9.0,8.0,8.0,11.0,12.0,9.0,4.0,8.0,6.0,19.0,4.0,4.0,19.0,20.0,13.0,11.0
volleyball,14.0,4.0,17.0,17.0,4.0,4.0,12.0,12.0,9.0,6.0,4.0,19.0,4.0,12.0,8.0,7.0,13.0,11.0,8.0,4.0,9.0,17.0,6.0,13.0,10.0,4.0,9.0,13.0,20.0,4.0
walking,9.0,5.0,5.0,8.0,8.0,12.0,14.0,11.0,8.0,15.0,13.0,11.0,15.0,4.0,4.0,14.0,7.0,19.0,11.0,7.0,7.0,14.0,15.0,11.0,5.0,12.0,8.0,11.0,4.0,20.0
